,Code,Content,Values
342,1000A-2048-GEOGM1,"Persons: Citizenship (groups) - Type of family nucleus (by
family)",362880
343,1000A-2048-GEOLK1,"Persons: Citizenship (groups) - Type of family nucleus (by
family)",13184
344,1000A-2048-GEORB1,"Persons: Citizenship (groups) - Type of family nucleus (by
family)",1152
345,1000A-2048-GEOVB1,"Persons: Citizenship (groups) - Type of family nucleus (by
family)",42656
346,1000A-2049-GEOBL1,"Persons: Size of family nucleus - Type of family nucleus (by
family)",384
347,1000A-2049-GEODL1,"Persons: Size of family nucleus - Type of family nucleus (by
family)",24
348,1000A-2049-GEOLK1,"Persons: Size of family nucleus - Type of family nucleus (by
family)",9888
349,1000A-2049-GEORB1,"Persons: Size of family nucleus - Type of family nucleus (by
family)",864
350,1000A-3001-GEOBL1,"Persons: Age/Marital status/Religion - Citizenship (groups)
- Sex",4080
351,1000A-3001-GEOLK1,"Persons: Age/Marital status/Religion - Citizenship (groups)
- Sex",99120
352,1000A-3001-GEORB1,"Persons: Age/Marital status/Religion - Citizenship (groups)
- Sex",8880
353,1000A-3001-GEOVB1,"Persons: Age/Marital status/Religion - Citizenship (groups)
- Sex",320160
354,1000A-3002-GEOBL1,Persons: Age - Marital status/Religion - Sex,3060
355,1000A-3002-GEOLK1,Persons: Age - Marital status/Religion - Sex,74340
356,1000A-3002-GEORB1,Persons: Age - Marital status/Religion - Sex,6660
357,1000A-3002-GEOVB1,Persons: Age - Marital status/Religion - Sex,240120
358,1000A-3003-GEOBL1,"Persons: Age (eleven classes of years) - Citizenship
(selected countries) - Sex",9180
359,1000A-3003-GEORB1,"Persons: Age (eleven classes of years) - Citizenship
(selected countries) - Sex",19980
360,1000A-3004-GEOBL1,"Persons: Age (ten years age groups)/Citizenship (selected
countries) - Type of household - Sex",3060
361,1000A-3004-GEOGM2,"Persons: Age (ten years age groups)/Citizenship (selected
countries) - Type of household - Sex",283500
362,1000A-3004-GEOLK1,"Persons: Age (ten years age groups)/Citizenship (selected
countries) - Type of household - Sex",74340
363,1000A-3004-GEORB1,"Persons: Age (ten years age groups)/Citizenship (selected
countries) - Type of household - Sex",6660
364,1000A-3004-GEOVB3,"Persons: Age (ten years age groups)/Citizenship (selected
countries) - Type of household - Sex",28440
365,1000A-3005-GEOBL1,"Persons: Age/Citizenship (selected countries) - Religion -
Sex",2040
366,1000A-3005-GEOGM2,"Persons: Age/Citizenship (selected countries) - Religion -
Sex",189000
367,1000A-3005-GEOLK1,"Persons: Age/Citizenship (selected countries) - Religion -
Sex",49560
368,1000A-3005-GEORB1,"Persons: Age/Citizenship (selected countries) - Religion -
Sex",4440
369,1000A-3005-GEOVB3,"Persons: Age/Citizenship (selected countries) - Religion -
Sex",18960
370,1000A-3006-GEOBL1,"Persons: Age (ten years age groups)/Sex - Marital status -
Citizenship (selected countries)",15300
371,1000A-3006-GEORB1,"Persons: Age (ten years age groups)/Sex - Marital status -
Citizenship (selected countries)",33300
372,1000A-3007-GEOBL1,"Persons: Age (ten years age groups) - Marital
status/Citizenship (selected countries) - Sex",7650
373,1000A-3007-GEORB1,"Persons: Age (ten years age groups) - Marital
status/Citizenship (selected countries) - Sex",16650
374,1000A-3008-GEOBL1,Persons: Age (eleven classes of years) - Citizenship - Sex,4896
375,1000A-3008-GEORB1,Persons: Age (eleven classes of years) - Citizenship - Sex,10656
376,1000A-3009-GEOBL1,"Persons: Age (ten years age groups) - Marital status (in
detail) - Sex",4590
377,1000A-3009-GEORB1,"Persons: Age (ten years age groups) - Marital status (in
detail) - Sex",9990
378,1000A-3010-GEOBL1,"Persons: Age (yearly stages) - Country of birth/Citizenship
- Sex",41616
379,1000A-3010-GEORB1,"Persons: Age (yearly stages) - Country of birth/Citizenship
- Sex",90576
380,1000A-3011-GEOBL1,Persons: Age (five years age groups) - Marital status - Sex,6120
381,1000A-3012-GEOBL1,"Persons: Age (age classes of relevance to market research) -
Marital status (in detail) - Sex",6426
382,1000A-3013-GEOBL1,"Persons: Marital status - Religion - Sex/Citizenship
(selected countries)",1224
383,1000A-3013-GEOGM1,"Persons: Marital status - Religion - Sex/Citizenship
(selected countries)",816552
384,1000A-3013-GEOLK1,"Persons: Marital status - Religion - Sex/Citizenship
(selected countries)",29736
385,1000A-3013-GEORB1,"Persons: Marital status - Religion - Sex/Citizenship
(selected countries)",2664
386,1000A-3013-GEOVB1,"Persons: Marital status - Religion - Sex/Citizenship
(selected countries)",96048
387,1000A-3014-GEOBL1,"Persons: Marital status (in detail) - Citizenship (groups) -
Religion",4896
388,1000A-3015-GEOBL1,"Persons: Age (ten years age groups) - Marital status - Type
of use of dwelling",5760
389,1000A-3015-GEODL1,"Persons: Age (ten years age groups) - Marital status - Type
of use of dwelling",360
390,1000A-3015-GEOLK1,"Persons: Age (ten years age groups) - Marital status - Type
of use of dwelling",148320
391,1000A-3015-GEORB1,"Persons: Age (ten years age groups) - Marital status - Type
of use of dwelling",12960
392,1000A-3015-GEOVB1,"Persons: Age (ten years age groups) - Marital status - Type
of use of dwelling",479880
393,1000A-3016-GEOBL1,"Persons: Age (eleven classes of years) - Size of private
household - Type of private household (by family/living
arrangement)",8064
394,1000A-3016-GEODL1,"Persons: Age (eleven classes of years) - Size of private
household - Type of private household (by family/living
arrangement)",504
395,1000A-3016-GEOLK1,"Persons: Age (eleven classes of years) - Size of private
household - Type of private household (by family/living
arrangement)",207648
396,1000A-3016-GEORB1,"Persons: Age (eleven classes of years) - Size of private
household - Type of private household (by family/living
arrangement)",18144
397,1000A-3016-GEOVB1,"Persons: Age (eleven classes of years) - Size of private
household - Type of private household (by family/living
arrangement)",671832
398,1000A-3017-GEOBL1,"Persons: Age (eleven classes of years) - Sex - Type of use
of dwelling/Equipment in dwelling/Type of the building
(size)",3456
399,1000A-3017-GEODL1,"Persons: Age (eleven classes of years) - Sex - Type of use
of dwelling/Equipment in dwelling/Type of the building
(size)",216
400,1000A-3017-GEOLK1,"Persons: Age (eleven classes of years) - Sex - Type of use
of dwelling/Equipment in dwelling/Type of the building
(size)",88992
401,1000A-3017-GEORB1,"Persons: Age (eleven classes of years) - Sex - Type of use
of dwelling/Equipment in dwelling/Type of the building
(size)",7776
402,1000A-3017-GEOVB1,"Persons: Age (eleven classes of years) - Sex - Type of use
of dwelling/Equipment in dwelling/Type of the building
(size)",287928
403,1000A-3018-GEOBL1,"Persons: Age (five years age groups)/Type of private
household/Marital status (in detail)/Size of private
household - Sex - Senior citizen status of a private
household",1152
404,1000A-3018-GEODL1,"Persons: Age (five years age groups)/Type of private
household/Marital status (in detail)/Size of private
household - Sex - Senior citizen status of a private
household",72
405,1000A-3018-GEOGM1,"Persons: Age (five years age groups)/Type of private
household/Marital status (in detail)/Size of private
household - Sex - Senior citizen status of a private
household",816480
406,1000A-3018-GEOLK1,"Persons: Age (five years age groups)/Type of private
household/Marital status (in detail)/Size of private
household - Sex - Senior citizen status of a private
household",29664
407,1000A-3018-GEORB1,"Persons: Age (five years age groups)/Type of private
household/Marital status (in detail)/Size of private
household - Sex - Senior citizen status of a private
household",2592
408,1000A-3018-GEOVB1,"Persons: Age (five years age groups)/Type of private
household/Marital status (in detail)/Size of private
household - Sex - Senior citizen status of a private
household",95976
409,1000A-3019-GEOBL1,"Persons: Age (five classes of years) - Sex - Type of private
household (by living arrangement)",2304
410,1000A-3019-GEODL1,"Persons: Age (five classes of years) - Sex - Type of private
household (by living arrangement)",144
411,1000A-3019-GEOLK1,"Persons: Age (five classes of years) - Sex - Type of private
household (by living arrangement)",59328
412,1000A-3019-GEORB1,"Persons: Age (five classes of years) - Sex - Type of private
household (by living arrangement)",5184
413,1000A-3019-GEOVB1,"Persons: Age (five classes of years) - Sex - Type of private
household (by living arrangement)",191952
414,1000A-3020-GEOBL1,"Persons: Age (five years age groups)/Sex - Religion - Senior
citizen status of a private household",5120
415,1000A-3020-GEODL1,"Persons: Age (five years age groups)/Sex - Religion - Senior
citizen status of a private household",320
416,1000A-3020-GEOGM2,"Persons: Age (five years age groups)/Sex - Religion - Senior
citizen status of a private household",503680
417,1000A-3020-GEOLK1,"Persons: Age (five years age groups)/Sex - Religion - Senior
citizen status of a private household",131840
418,1000A-3020-GEORB1,"Persons: Age (five years age groups)/Sex - Religion - Senior
citizen status of a private household",11520
419,1000A-3020-GEOVB3,"Persons: Age (five years age groups)/Sex - Religion - Senior
citizen status of a private household",50240
420,1000A-3021-GEOBL1,"Persons: Age (ten years age groups) - Sex - Size of private
household/Type of private household (by family/living
arrangement)",3360
421,1000A-3021-GEODL1,"Persons: Age (ten years age groups) - Sex - Size of private
household/Type of private household (by family/living
arrangement)",210
422,1000A-3022-GEOBL1,"Persons: Age (ten years age groups)/Sex - Size of private
household - Type of private household (by family)",6720
423,1000A-3022-GEODL1,"Persons: Age (ten years age groups)/Sex - Size of private
household - Type of private household (by family)",420
424,1000A-3023-GEOBL1,"Persons: Age (ten years age groups)/Sex - Citizenship
(selected countries) - Type of private household (by living
arrangement)",19200
425,1000A-3023-GEODL1,"Persons: Age (ten years age groups)/Sex - Citizenship
(selected countries) - Type of private household (by living
arrangement)",1200
426,1000A-3024-GEOBL1,"Persons: Age (eleven classes of years)/Sex - Citizenship
(continents) - Size of private household",10752
427,1000A-3024-GEODL1,"Persons: Age (eleven classes of years)/Sex - Citizenship
(continents) - Size of private household",672
428,1000A-3025-GEOBL1,"Persons: Age (eleven classes of years) - Sex - Size of
private household",4032
429,1000A-3025-GEODL1,"Persons: Age (eleven classes of years) - Sex - Size of
private household",252
430,1000A-3026-GEOBL1,"Persons: Age (five years age groups)/Sex - Marital status
(in detail) - Type of private household (by family)",17280
431,1000A-3026-GEODL1,"Persons: Age (five years age groups)/Sex - Marital status
(in detail) - Type of private household (by family)",1080
432,1000A-3027-GEOBL1,"Persons: Age (five years age groups) - Sex  - Type of
private household (by family/living arrangement)",5760
433,1000A-3027-GEODL1,"Persons: Age (five years age groups) - Sex  - Type of
private household (by family/living arrangement)",360
434,1000A-3028-GEOBL1,"Persons: Age (five years age groups)/Sex - Marital status -
Type of private household (by living arrangement)",15360
435,1000A-3028-GEODL1,"Persons: Age (five years age groups)/Sex - Marital status -
Type of private household (by living arrangement)",960
436,1000A-3029-GEOBL1,"Persons: Age (age classes of relevance to market
research)/Sex - Marital status (in detail) - Type of
private household (by living arrangement)",16128
437,1000A-3029-GEODL1,"Persons: Age (age classes of relevance to market
research)/Sex - Marital status (in detail) - Type of
private household (by living arrangement)",1008
438,1000A-3030-GEOBL1,"Persons: Age (age classes of relevance to market research) -
Sex - Type of private household",4032
439,1000A-3030-GEODL1,"Persons: Age (age classes of relevance to market research) -
Sex - Type of private household",252
440,1000A-3031-GEOBL1,"Persons: Sex - Citizenship (groups) - Type of private
household (by family)",2304
441,1000A-3031-GEODL1,"Persons: Sex - Citizenship (groups) - Type of private
household (by family)",144
442,1000A-3031-GEOLK1,"Persons: Sex - Citizenship (groups) - Type of private
household (by family)",59328
443,1000A-3031-GEORB1,"Persons: Sex - Citizenship (groups) - Type of private
household (by family)",5184
444,1000A-3031-GEOVB1,"Persons: Sex - Citizenship (groups) - Type of private
household (by family)",191952
445,1000A-3032-GEOBL1,"Persons: Marital status (in detail) - Year of construction
(decade period) - Ownership of the building/Dwellings
in a building",12960
446,1000A-3032-GEODL1,"Persons: Marital status (in detail) - Year of construction
(decade period) - Ownership of the building/Dwellings
in a building",810
447,1000A-3033-GEOBL1,"Persons: Marital status (in detail) - Ownership of the
building - Dwellings in a building",7776
448,1000A-3033-GEODL1,"Persons: Marital status (in detail) - Ownership of the
building - Dwellings in a building",486
449,1000A-3034-GEOBL1,"Persons: Year of construction (decade period) - Ownership of
the building - Dwellings in a building/Type of the building
(construction)",8640
450,1000A-3034-GEODL1,"Persons: Year of construction (decade period) - Ownership of
the building - Dwellings in a building/Type of the building
(construction)",540
451,1000A-3035-GEOBL1,"Persons: Year of construction (decade period)/Ownership of
the building - Type of the building (construction) -
Dwellings in a building",4800
452,1000A-3035-GEODL1,"Persons: Year of construction (decade period)/Ownership of
the building - Type of the building (construction) -
Dwellings in a building",300
453,1000A-3036-GEOBL1,"Persons: Year of construction (decade period) - Dwellings in
a building (three classes)/Floor area of the
dwelling (10m² intervals) - Type of building",5120
454,1000A-3036-GEODL1,"Persons: Year of construction (decade period) - Dwellings in
a building (three classes)/Floor area of the
dwelling (10m² intervals) - Type of building",320
455,1000A-3037-GEOBL1,"Persons: Age (ten years age groups)/Sex - Size of private
household - Type of family nucleus (by family)",4480
456,1000A-3037-GEODL1,"Persons: Age (ten years age groups)/Sex - Size of private
household - Type of family nucleus (by family)",280
457,1000A-3038-GEOBL1,"Persons: Age (ten years age groups) - Sex - Type of family
nucleus (by family)",1920
458,1000A-3038-GEODL1,"Persons: Age (ten years age groups) - Sex - Type of family
nucleus (by family)",120
459,1000A-3039-GEOBL1,"Persons: Age (five classes of years) - Sex - Type of family
nucleus (by living arrangement)",1728
460,1000A-3039-GEODL1,"Persons: Age (five classes of years) - Sex - Type of family
nucleus (by living arrangement)",108
461,1000A-3039-GEOGM1,"Persons: Age (five classes of years) - Sex - Type of family
nucleus (by living arrangement)",1224720
