Tabelle: 1000A-0001
Personen: Bevölkerungszahl und Fläche (Gemeinden);;;;;
Bevölkerung kompakt (Gebietsstand 15.05.2022);;;;;;;;
;;;Personen;;Fläche;;Bevölkerungsdichte;
;;;Anzahl;Anzahl;qkm;qkm;Ew/qkm;Ew/qkm
;092780170170;Parkstetten;3270;e;19,50;e;168;e
;092780178178;Rattenberg;1650;e;30,22;e;55;e
;092780184184;Sankt Englmar;1839;e;36,86;e;50;e
;092780190190;Steinach (Landkreis Straubing-Bogen);3323;e;23,15;e;144;e
;092780197197;Wiesenfelden;3869;e;78,20;e;49;e
;092785246147;Loitzendorf;654;e;12,03;e;54;e
;092785246179;Rattiszell;1491;e;22,17;e;67;e
;092785246189;Stallwang;1417;e;20,59;e;69;e
;092785248116;Ascha;1601;e;19,55;e;82;e
;092785248120;Falkenfels;998;e;11,49;e;87;e
;092785248134;Haselbach (Landkreis Straubing-Bogen);1862;e;18,43;e;101;e
;092785248151;Mitterfels, M;2776;e;14,22;e;195;e
;092785249139;Hunderdorf;3127;e;22,20;e;141;e
;092785249154;Neukirchen (Landkreis Straubing-Bogen);1807;e;24,46;e;74;e
;092785249198;Windberg;1067;e;7,97;e;134;e
;092785250112;Aholfing;1862;e;21,40;e;87;e
;092785250117;Atting;1740;e;14,92;e;117;e
;092785250172;Perkam;1581;e;14,23;e;111;e
;092785250177;Rain;2889;e;14,29;e;202;e
;092785252149;Mariaposching;1397;e;19,61;e;71;e
;092785252159;Niederwinkling;2878;e;25,65;e;112;e
;092785252171;Perasdorf;549;e;16,04;e;34;e
;092785252187;Schwarzach, M;2903;e;33,22;e;87;e
;092785256113;Aiterhofen;3486;e;43,09;e;81;e
;092785256182;Salching;2714;e;22,00;e;123;e
;092785257140;Irlbach;1170;e;15,84;e;74;e
;092785257192;Straßkirchen;3308;e;38,39;e;86;e
;092790112112;Dingolfing, St;20221;e;44,00;e;460;e
;092790113113;Eichendorf, M;6629;e;98,19;e;68;e
;092790115115;Frontenhausen, M;4657;e;30,43;e;153;e
;092790122122;Landau a.d.Isar, St;14367;e;84,40;e;170;e
;092790124124;Loiching;3766;e;38,89;e;97;e
;092790126126;Marklkofen;3698;e;40,72;e;91;e
;092790127127;Mengkofen;5992;e;84,65;e;71;e
;092790128128;Moosthenning;5214;e;70,40;e;74;e
;092790130130;Niederviehbach;2653;e;29,62;e;90;e
;092790132132;Pilsting, M;6779;e;71,20;e;95;e
;092790134134;Reisbach, M;7682;e;94,18;e;82;e
;092790135135;Simbach, M;4180;e;51,19;e;82;e
;092790137137;Wallersdorf, M;7214;e;71,16;e;101;e
;092795208116;Gottfrieding;2249;e;27,06;e;83;e
;092795208125;Mamming;3260;e;41,48;e;79;e
;093610000000;Amberg;41876;e;50,13;e;835;e
;093620000000;Regensburg;145901;e;80,86;e;1804;e
;093630000000;Weiden i.d.OPf.;42047;e;70,57;e;596;e
;093710111111;Ammerthal;2097;e;8,14;e;258;e
;093710113113;Auerbach i.d.OPf., St;8840;e;78,26;e;113;e
;093710118118;Ebermannsdorf;2430;e;45,39;e;54;e
;093710119119;Edelsfeld;1968;e;34,71;e;57;e
;093710120120;Ensdorf (Landkreis Amberg-Sulzbach);2146;e;56,11;e;38;e
;093710121121;Freihung, M;2523;e;46,35;e;54;e
;093710122122;Freudenberg;4107;e;82,04;e;50;e
;093710127127;Hirschau, St;5655;e;74,96;e;75;e
;093710129129;Hohenburg, M;1706;e;41,49;e;41;e
;093710132132;Kastl, M;2483;e;64,88;e;38;e
;093710136136;Kümmersbruck;9892;e;47,30;e;209;e
;093710144144;Poppenricht;3388;e;11,58;e;293;e
;093710146146;Rieden, M;2643;e;32,30;e;82;e
;093710148148;Schmidmühlen, M;2275;e;25,33;e;90;e
;093710150150;Schnaittenbach, St;4280;e;63,41;e;67;e
;093710151151;Sulzbach-Rosenberg, St;19165;e;53,12;e;361;e
;093710154154;Ursensollen;3770;e;74,65;e;51;e
;093710156156;Vilseck, St;6036;e;64,69;e;93;e
;093715301123;Gebenbach;867;e;18,13;e;48;e
;093715301126;Hahnbach, M;4977;e;67,38;e;74;e
;093715302128;Hirschbach;1194;e;31,03;e;38;e
;093715302135;Königstein, M;1821;e;35,13;e;52;e
;093715303140;Etzelwang;1354;e;21,68;e;62;e
;093715303141;Neukirchen b.Sulzbach-Rosenberg;2526;e;45,76;e;55;e
;093715303157;Weigendorf;1216;e;12,58;e;97;e
;093715304116;Birgland;1846;e;62,43;e;30;e
;093715304131;Illschwang;2038;e;54,22;e;38;e
;093720112112;Arnschwang;1951;e;28,32;e;69;e
;093720113113;Arrach;2419;e;28,81;e;84;e
;093720115115;Blaibach;1882;e;17,02;e;111;e
;093720116116;Cham, St;17100;e;80,69;e;212;e
;093720117117;Chamerau;2519;e;23,40;e;108;e
;093720124124;Eschlkam, M;3345;e;60,47;e;55;e
;093720126126;Furth im Wald, St;8682;e;67,06;e;129;e
;093720130130;Grafenwiesen;1456;e;10,19;e;143;e
;093720135135;Hohenwarth;1921;e;24,22;e;79;e
;093720137137;Bad Kötzting, St;7379;e;62,15;e;119;e
;093720138138;Lam, M;2551;e;33,38;e;76;e
;093720143143;Miltach;2203;e;25,23;e;87;e
;093720144144;Neukirchen b.Hl.Blut, M;3626;e;59,86;e;61;e
;093720146146;Pemfling;2188;e;44,54;e;49;e
;093720151151;Rimbach (Landkreis Cham);1800;e;24,72;e;73;e
;093720153153;Roding, St;12370;e;119,61;e;103;e
;093720154154;Rötz, St;3190;e;66,67;e;48;e
;093720155155;Runding;2288;e;20,94;e;109;e
;093720157157;Schönthal;1974;e;43,71;e;45;e
;093720158158;Schorndorf;2942;e;38,54;e;76;e
;093720164164;Traitsching;4182;e;45,40;e;92;e
;093720168168;Waffenbrunn;2007;e;25,17;e;80;e
;093720171171;Waldmünchen, St;6509;e;101,17;e;64;e
;093720175175;Willmering;1920;e;10,30;e;186;e
;093720177177;Zandt;2033;e;21,61;e;94;e
;093720178178;Lohberg;1774;e;59,24;e;30;e
;093725308163;Tiefenbach (Landkreis Cham);1907;e;45,84;e;42;e
;093725308165;Treffelstein;967;e;20,86;e;46;e
;093725310147;Pösing;958;e;9,13;e;105;e
;093725310161;Stamsried, M;2185;e;43,42;e;50;e
;093725312128;Gleißenberg;851;e;15,38;e;55;e
;093725312174;Weiding (Landkreis Cham);2397;e;28,16;e;85;e
;093725313149;Reichenbach (Landkreis Cham);1297;e;10,53;e;123;e
;093725313170;Walderbach;2254;e;34,92;e;65;e
;093725317167;Zell;1813;e;32,95;e;55;e
;093725317169;Wald (Landkreis Cham);2924;e;37,79;e;77;e
;093725318125;Falkenstein, M;3377;e;45,47;e;74;e
;093725318142;Michelsneukirchen;1707;e;32,83;e;52;e
;093725318150;Rettenbach (Landkreis Cham);1812;e;27,11;e;67;e
;093730112112;Berching, St;8949;e;131,18;e;68;e
;093730113113;Berg b.Neumarkt i.d.OPf.;7910;e;65,12;e;121;e
;093730115115;Breitenbrunn, M;3644;e;70,78;e;51;e
;093730119119;Deining;5126;e;71,38;e;72;e
;093730121121;Dietfurt a.d.Altmühl, St;6321;e;78,70;e;80;e
;093730126126;Freystadt, St;8907;e;80,56;e;111;e
;093730134134;Hohenfels, M;2263;e;137,07;e;17;e
;093730140140;Lauterhofen, M;3787;e;82,97;e;46;e
;093730143143;Lupburg, M;2509;e;30,71;e;82;e
;093730146146;Mühlhausen (Landkreis Neumarkt i.d.OPf.);5228;e;36,98;e;141;e
;093730147147;Neumarkt i.d.OPf., GKSt;40232;e;79,01;e;509;e
;093730151151;Parsberg, St;7651;e;57,32;e;133;e
;093730155155;Postbauer-Heng, M;7902;e;24,65;e;321;e
;093730156156;Pyrbaum, M;5826;e;50,29;e;116;e
;093730160160;Seubersdorf i.d.OPf.;5225;e;68,28;e;77;e
;093730167167;Velburg, St;5259;e;175,66;e;30;e
;093735321114;Berngau;2573;e;27,12;e;95;e
;093735321153;Pilsach;2887;e;47,65;e;61;e
;093735321159;Sengenthal;3937;e;28,51;e;138;e
;093740111111;Altenstadt a.d.Waldnaab;4755;e;22,06;e;216;e
;093740118118;Eslarn, M;2728;e;55,22;e;49;e
;093740121121;Floß, M;3492;e;54,39;e;64;e
;093740122122;Flossenbürg;1521;e;23,27;e;65;e
;093740124124;Grafenwöhr, St;6148;e;216,21;e;28;e
;093740133133;Luhe-Wildenau, M;3447;e;38,66;e;89;e
;093740134134;Mantel, M;2784;e;16,81;e;166;e
;093740137137;Moosbach, M;2457;e;64,30;e;38;e
;093740139139;Neustadt a.d.Waldnaab, St;5820;e;9,93;e;586;e
;093740162162;Vohenstrauß, St;7641;e;74,91;e;102;e
;093740164164;Waidhaus, M;2146;e;37,32;e;58;e
;093740165165;Waldthurn, M;1897;e;30,94;e;61;e
;093740168168;Windischeschenbach, St;4903;e;36,37;e;135;e
;093745323128;Kirchendemenreuth;887;e;39,32;e;23;e
;093745323144;Parkstein, M;2375;e;30,84;e;77;e
;093745323150;Püchersreuth;1668;e;25,21;e;66;e
;093745323158;Störnstein;1541;e;10,91;e;141;e
;093745323160;Theisseil;1196;e;21,39;e;56;e
;093745324148;Trabitz;1313;e;26,67;e;49;e
;093745324149;Pressath, St;4200;e;66,34;e;63;e
;093745324156;Schwarzenbach;1151;e;11,91;e;97;e
;093745325119;Etzenricht;1579;e;13,58;e;116;e
;093745325131;Kohlberg, M;1226;e;33,52;e;37;e
;093745325166;Weiherhammer;3828;e;39,95;e;96;e
;093745326129;Kirchenthumbach, M;3260;e;67,42;e;48;e
;093745326155;Schlammersdorf;869;e;20,33;e;43;e
;093745326163;Vorbach;1047;e;13,54;e;77;e
;093745327117;Eschenbach i.d.OPf., St;4025;e;35,13;e;115;e
;093745327140;Neustadt am Kulm, St;1152;e;20,30;e;57;e
;093745327157;Speinshart;1125;e;23,77;e;47;e
;093745329127;Irchenrieth;1608;e;5,27;e;305;e
;093745329146;Pirk;1997;e;26,17;e;76;e
;093745329154;Schirmitz;1950;e;4,97;e;392;e
;093745329170;Bechtsrieth;1105;e;4,79;e;231;e
;093745330132;Leuchtenberg, M;1187;e;32,36;e;37;e
;093745330159;Tännesberg, M;1509;e;46,56;e;32;e
;093745331123;Georgenberg;1294;e;36,81;e;35;e
;093745331147;Pleystein, St;2356;e;42,40;e;56;e
;093750117117;Barbing;5637;e;30,52;e;185;e
;093750118118;Beratzhausen, M;5447;e;72,51;e;75;e
;093750119119;Bernhardswald;5296;e;71,80;e;74;e
;093750143143;Hagelstadt;1957;e;20,73;e;94;e
;093750148148;Hemau, St;9144;e;122,34;e;75;e
;093750161161;Köfering;2646;e;5,29;e;500;e
;093750165165;Lappersdorf, M;13243;e;34,50;e;384;e
;093750170170;Mintraching;4916;e;53,88;e;91;e
;093750174174;Neutraubling, St;13544;e;9,75;e;1389;e
;093750175175;Nittendorf, M;8850;e;33,45;e;265;e
;093750179179;Obertraubling;8492;e;24,85;e;342;e
;093750180180;Pentling;5970;e;32,47;e;184;e
;093750181181;Pettendorf;3509;e;24,57;e;143;e
;093750183183;Pfatter;3070;e;48,16;e;64;e
;093750190190;Regenstauf, M;15623;e;103,76;e;151;e
;093750196196;Schierling, M;7832;e;77,42;e;101;e
;093750199199;Sinzing;7272;e;44,03;e;165;e
;093750204204;Tegernheim;5376;e;11,43;e;470;e
;093750205205;Thalmassing;3503;e;37,11;e;94;e
;093750208208;Wenzenbach;8693;e;29,85;e;291;e
;093750209209;Wiesent;2570;e;26,73;e;96;e
;093750213213;Zeitlarn;5497;e;16,12;e;341;e
;093755332131;Duggendorf;1519;e;22,88;e;66;e
;093755332153;Holzheim a.Forst;1048;e;15,65;e;67;e
;093755332156;Kallmünz, M;2782;e;43,18;e;64;e
;093755333122;Brunn (Landkreis Regensburg);1509;e;16,12;e;94;e
;093755333127;Deuerling;1909;e;7,11;e;268;e
;093755333162;Laaber, M;5228;e;29,66;e;176;e
;093755334184;Pielenhofen;1605;e;14,52;e;111;e
;093755334211;Wolfsegg;1482;e;15,34;e;97;e
;093755335114;Altenthann;1469;e;21,48;e;68;e
;093755335116;Bach a.d.Donau;1834;e;14,70;e;125;e
;093755335130;Donaustauf, M;4078;e;9,72;e;420;e
;093755336120;Brennberg;2110;e;30,52;e;69;e
;093755336210;Wörth a.d.Donau, St;4922;e;52,24;e;94;e
;093755337113;Alteglofsheim;3193;e;13,22;e;242;e
;093755337182;Pfakofen;1588;e;15,28;e;104;e
;093755338115;Aufhausen;1874;e;27,31;e;69;e
;093755338171;Mötzing;1410;e;36,17;e;39;e
;093755338191;Riekofen;740;e;23,92;e;31;e
;093755338201;Sünching;2139;e;19,42;e;110;e
;093760116116;Bodenwöhr;4149;e;54,25;e;76;e
;093760117117;Bruck i.d.OPf., M;4229;e;52,46;e;81;e
;093760119119;Burglengenfeld, St;14459;e;93,26;e;155;e
;093760125125;Fensterbach;2386;e;26,85;e;89;e
;093760141141;Maxhütte-Haidhof, St;11852;e;34,69;e;342;e
;093760147147;Neunburg vorm Wald, St;7949;e;110,14;e;72;e
;093760149149;Nittenau, St;8886;e;98,73;e;90;e
;093760150150;Wernberg-Köblitz, M;5586;e;66,06;e;85;e
;093760151151;Oberviechtach, St;4927;e;62,42;e;79;e
;093760159159;Schmidgaden;2947;e;41,24;e;71;e
;093760161161;Schwandorf, GKSt;29096;e;123,80;e;235;e
;093760170170;Teublitz, St;7820;e;38,23;e;205;e
;093765339131;Gleiritsch;643;e;10,94;e;59;e
;093765339148;Niedermurach;1269;e;29,97;e;42;e
;093765339171;Teunz;1856;e;30,73;e;60;e
;093765339178;Winklarn, M;1330;e;33,69;e;39;e
;093765341112;Altendorf (Landkreis Schwandorf);811;e;23,17;e;35;e
;093765341133;Guteneck;811;e;35,07;e;23;e
;093765341144;Nabburg, St;6132;e;62,36;e;98;e
;093765342162;Schwarzach b.Nabburg;1361;e;27,36;e;50;e
;093765342163;Schwarzenfeld, M;6256;e;38,28;e;163;e
;093765342169;Stulln;1650;e;15,53;e;106;e
;093765343153;Pfreimd, St;4997;e;51,48;e;97;e
;093765343173;Trausnitz;915;e;17,63;e;52;e
;093765344160;Schönsee, St;2312;e;50,28;e;46;e
;093765344167;Stadlern;526;e;10,55;e;50;e
;093765344176;Weiding (Landkreis Schwandorf);472;e;22,43;e;21;e
;093765345122;Dieterskirchen;991;e;24,14;e;41;e
;093765345146;Neukirchen-Balbini, M;1125;e;48,26;e;23;e
;093765345164;Schwarzhofen, M;1381;e;36,11;e;38;e
;093765345172;Thanstein;944;e;27,86;e;34;e
;093765346168;Steinberg am See;1943;e;20,21;e;96;e
;093765346175;Wackersdorf;5245;e;33,56;e;156;e
;093770112112;Bärnau, St;3078;e;74,41;e;41;e
;093770116116;Erbendorf, St;5077;e;67,56;e;75;e
;093770118118;Friedenfels;1220;e;16,28;e;75;e
;093770119119;Fuchsmühl, M;1560;e;14,83;e;105;e
;093770127127;Immenreuth;1982;e;26,42;e;75;e
;093770131131;Konnersreuth, M;1704;e;23,48;e;73;e
;093770133133;Kulmain;2287;e;35,51;e;64;e
;093770139139;Mähring, M;1820;e;72,93;e;25;e
;093770142142;Bad Neualbenreuth, M;1414;e;50,13;e;28;e
;093770146146;Plößberg, M;3183;e;74,21;e;43;e
;093770154154;Tirschenreuth, St;8684;e;103,95;e;84;e
;093770157157;Waldershof, St;4362;e;60,37;e;72;e
;093770158158;Waldsassen, St;6681;e;66,53;e;100;e
;093775347137;Leonberg;1031;e;51,34;e;20;e
;093775347141;Mitterteich, St;6580;e;39,38;e;167;e
;093775347145;Pechbrunn;1328;e;26,46;e;50;e
;093775348128;Kastl (Landkreis Tirschenreuth);1423;e;24,74;e;58;e
;093775348129;Kemnath, St;5615;e;56,79;e;99;e
;093775349113;Brand;1185;e;10,28;e;115;e
;093775349115;Ebnath;1297;e;11,04;e;117;e
;093775349143;Neusorg;1908;e;17,83;e;107;e
;093775349148;Pullenreuth;1592;e;43,21;e;37;e
;093775350132;Krummennaab;1426;e;17,68;e;81;e
;093775350149;Reuth b.Erbendorf;1127;e;16,91;e;67;e
;093775351117;Falkenberg, M;938;e;39,26;e;24;e
;093775351159;Wiesau, M;4029;e;42,71;e;94;e
;094610000000;Bamberg;72764;e;54,62;e;1332;e
;094620000000;Bayreuth;72289;e;66,89;e;1081;e
;094630000000;Coburg;40296;e;48,29;e;834;e
;094640000000;Hof;45598;e;58,02;e;786;e
;094710111111;Altendorf (Landkreis Bamberg);2145;e;8,70;e;247;e
;094710117117;Bischberg;5972;e;17,55;e;340;e
;094710119119;Breitengüßbach;4469;e;16,86;e;265;e
;094710123123;Buttenheim, M;3605;e;30,07;e;120;e
;094710131131;Frensdorf;5133;e;44,00;e;117;e
;094710137137;Gundelsheim;3591;e;3,77;e;953;e
;094710140140;Hallstadt, St;8775;e;14,60;e;601;e
;094710142142;Heiligenstadt i.OFr., M;3545;e;76,70;e;46;e
;094710145145;Hirschaid, M;12419;e;40,97;e;303;e
;094710150150;Kemmern;2499;e;8,27;e;302;e
;094710155155;Litzendorf;6121;e;25,87;e;237;e
;094710159159;Memmelsdorf;8848;e;26,24;e;337;e
;094710165165;Oberhaid (Landkreis Bamberg);4602;e;27,05;e;170;e
;094710169169;Pettstadt;2041;e;9,88;e;207;e
;094710172172;Pommersfelden;3034;e;35,70;e;85;e
;094710174174;Rattelsdorf, M;4557;e;39,59;e;115;e
;094710185185;Scheßlitz, St;7208;e;94,87;e;76;e
;094710191191;Stegaurach;6930;e;23,94;e;289;e
;094710195195;Strullendorf;7773;e;31,69;e;245;e
;094710207207;Viereth-Trunstadt;3638;e;15,82;e;230;e
;094710208208;Walsdorf;2588;e;16,24;e;159;e
;094710214214;Zapfendorf, M;4910;e;30,54;e;161;e
;094710220220;Schlüsselfeld, St;6024;e;70,24;e;86;e
;094715401115;Baunach, St;3854;e;32,14;e;120;e
;094715401133;Gerach (Landkreis Bamberg);1000;e;7,78;e;129;e
;094715401152;Lauter;1130;e;12,40;e;91;e
;094715401175;Reckendorf;1987;e;13,06;e;152;e
;094715403151;Königsfeld (Landkreis Bamberg);1254;e;42,84;e;29;e
;094715403189;Stadelhofen;1238;e;41,10;e;30;e
;094715403209;Wattendorf;636;e;22,24;e;29;e
;094715407122;Burgwindheim, M;1309;e;37,38;e;35;e
;094715407128;Ebrach, M;1887;e;32,26;e;58;e
;094715408120;Burgebrach, M;7019;e;87,84;e;80;e
;094715408186;Schönbrunn i.Steigerwald;1848;e;24,70;e;75;e
;094715445154;Lisberg;1736;e;8,36;e;208;e
;094715445173;Priesendorf;1528;e;8,36;e;183;e
;094720111111;Ahorntal;2209;e;43,47;e;51;e
;094720116116;Bad Berneck i.Fichtelgebirge, St;4407;e;38,26;e;115;e
;094720119119;Bindlach;7260;e;37,60;e;193;e
;094720121121;Bischofsgrün;1900;e;8,39;e;226;e
;094720131131;Eckersdorf;5096;e;36,17;e;141;e
;094720138138;Fichtelberg;1839;e;5,16;e;356;e
;094720139139;Gefrees, St;4233;e;50,32;e;84;e
;094720143143;Goldkronach, St;3462;e;30,68;e;113;e
;094720150150;Heinersreuth;3706;e;14,67;e;253;e
;094720164164;Mehlmeisel;1287;e;13,23;e;97;e
;094720175175;Pegnitz, St;13242;e;99,98;e;132;e
;094720179179;Pottenstein, St;5214;e;73,30;e;71;e
;094720190190;Speichersdorf;5728;e;52,91;e;108;e
;094720197197;Waischenfeld, St;2999;e;57,93;e;52;e
;094720198198;Warmensteinach;2153;e;32,61;e;66;e
;094725412115;Aufseß;1305;e;29,40;e;44;e
;094725412154;Hollfeld, St;4824;e;80,66;e;60;e
;094725412176;Plankenfels;848;e;14,00;e;61;e
;094725413141;Glashütten (Landkreis Bayreuth);1327;e;3,53;e;376;e
;094725413167;Mistelgau;3819;e;42,51;e;90;e
;094725414140;Gesees;1250;e;10,43;e;120;e
;094725414155;Hummeltal;2353;e;21,91;e;107;e
;094725414166;Mistelbach;1494;e;6,12;e;244;e
;094725415133;Emtmannsberg;1041;e;22,33;e;47;e
;094725415156;Kirchenpingarten;1262;e;33,54;e;38;e
;094725415188;Seybothenreuth;1270;e;17,43;e;73;e
;094725415199;Weidenberg, M;5782;e;68,90;e;84;e
;094725416127;Creußen, St;4845;e;64,87;e;75;e
;094725416146;Haag;949;e;15,89;e;60;e
;094725416180;Prebitz;975;e;20,99;e;46;e
;094725416184;Schnabelwaid, M;949;e;21,29;e;45;e
;094725417118;Betzenstein, St;2507;e;51,84;e;48;e
;094725417177;Plech, M;1310;e;15,29;e;86;e
;094730112112;Ahorn (Landkreis Coburg);4049;e;19,83;e;204;e
;094730120120;Dörfles-Esbach;3497;e;3,83;e;913;e
;094730121121;Ebersdorf b.Coburg;6089;e;26,36;e;231;e
;094730132132;Großheirath;2585;e;22,27;e;116;e
;094730138138;Itzgrund;2301;e;33,08;e;70;e
;094730141141;Lautertal;4287;e;30,35;e;141;e
;094730144144;Meeder;3516;e;73,58;e;48;e
;094730151151;Neustadt b.Coburg, GKSt;14538;e;61,89;e;235;e
;094730158158;Bad Rodach, St;6118;e;77,65;e;79;e
;094730159159;Rödental, St;12545;e;49,97;e;251;e
;094730165165;Seßlach, St;3837;e;72,53;e;53;e
;094730166166;Sonnefeld;4442;e;34,69;e;128;e
;094730170170;Untersiemau;4013;e;20,49;e;196;e
;094730174174;Weidhausen b.Coburg;3167;e;9,61;e;330;e
;094730175175;Weitramsdorf;5034;e;33,70;e;149;e
;094735418134;Grub a.Forst;2669;e;11,97;e;223;e
;094735418153;Niederfüllbach;1419;e;2,59;e;548;e
;094740123123;Eggolsheim, M;6326;e;48,89;e;129;e
;094740124124;Egloffstein, M;2110;e;28,06;e;75;e
;094740126126;Forchheim, GKSt;32041;e;44,44;e;721;e
;094740129129;Gößweinstein, M;4072;e;57,69;e;71;e
;094740133133;Hallerndorf;4081;e;41,31;e;99;e
;094740134134;Hausen (Landkreis Forchheim);3713;e;13,53;e;274;e
;094740135135;Heroldsbach;5045;e;15,61;e;323;e
;094740140140;Igensdorf, M;5046;e;28,83;e;175;e
;094740146146;Langensendelbach;3045;e;9,58;e;318;e
;094740154154;Neunkirchen a.Brand, M;8006;e;26,39;e;303;e
;094740156156;Obertrubach;2152;e;21,16;e;102;e
;094740161161;Pretzfeld, M;2368;e;24,21;e;98;e
;094740176176;Wiesenttal, M;2529;e;45,88;e;55;e
;094745420121;Ebermannstadt, St;6670;e;49,95;e;134;e
;094745420168;Unterleinleiter;1227;e;12,47;e;98;e
;094745422145;Kunreuth;1397;e;9,82;e;142;e
;094745422158;Pinzberg;1924;e;13,31;e;145;e
;094745422175;Wiesenthau;1587;e;6,43;e;247;e
;094745423143;Kirchehrenbach;2186;e;8,21;e;266;e
;094745423147;Leutenbach (Landkreis Forchheim);1623;e;19,41;e;84;e
;094745423171;Weilersbach;2001;e;8,61;e;232;e
;094745425122;Effeltrich;2489;e;11,93;e;209;e
;094745425160;Poxdorf (Landkreis Forchheim);1568;e;5,17;e;303;e
;094745426119;Dormitz;2027;e;4,58;e;443;e
;094745426137;Hetzles;1351;e;11,77;e;115;e
;094745426144;Kleinsendelbach;1449;e;7,50;e;193;e
;094745427132;Gräfenberg, St;4189;e;37,83;e;111;e
;094745427138;Hiltpoltstein, M;1525;e;25,54;e;60;e
;094745427173;Weißenohe;1186;e;4,69;e;253;e
;094750112112;Bad Steben, M;3304;e;25,84;e;128;e
;094750113113;Berg (Landkreis Hof);2041;e;38,90;e;52;e
;094750120120;Döhlau;3834;e;15,25;e;251;e
;094750128128;Geroldsgrün;2642;e;15,58;e;170;e
;094750136136;Helmbrechts, St;8138;e;58,72;e;139;e
;094750141141;Köditz;2387;e;31,45;e;76;e
;094750142142;Konradsreuth;3174;e;43,24;e;73;e
;094750154154;Münchberg, St;9935;e;68,78;e;144;e
;094750156156;Naila, St;7578;e;37,04;e;205;e
;094750158158;Oberkotzau, M;5225;e;21,51;e;243;e
;094750161161;Regnitzlosau;2249;e;39,90;e;56;e
;094750162162;Rehau, St;9007;e;80,33;e;112;e
;094750168168;Schwarzenbach a.d.Saale, St;6647;e;59,18;e;112;e
;094750169169;Schwarzenbach a.Wald, St;4428;e;36,70;e;121;e
;094750171171;Selbitz, St;4197;e;27,75;e;151;e
;094750175175;Stammbach, M;2330;e;34,67;e;67;e
;094750189189;Zell im Fichtelgebirge, M;1897;e;31,23;e;61;e
;094755428137;Issigau;990;e;18,68;e;53;e
;094755428146;Lichtenberg, St;1000;e;9,47;e;106;e
;094755430123;Feilitzsch;2697;e;30,22;e;89;e
;094755430127;Gattendorf;1015;e;22,19;e;46;e
;094755430181;Töpen;996;e;20,80;e;48;e
;094755430182;Trogen;1399;e;12,32;e;114;e
;094755431145;Leupoldsgrün;1177;e;10,25;e;115;e
;094755431165;Schauenstein, St;1878;e;26,66;e;70;e
;094755432174;Sparneck, M;1541;e;16,36;e;94;e
;094755432184;Weißdorf;1172;e;21,91;e;53;e
;094760145145;Kronach, St;16528;e;66,98;e;247;e
;094760146146;Küps, M;7637;e;35,63;e;214;e
;094760152152;Ludwigsstadt, St;3173;e;58,74;e;54;e
;094760159159;Nordhalben, M;1570;e;21,93;e;72;e
;094760164164;Pressig, M;3870;e;53,19;e;73;e
;094760175175;Steinbach a.Wald;3058;e;36,15;e;85;e
;094760177177;Steinwiesen, M;3343;e;55,02;e;61;e
;094760178178;Stockheim (Landkreis Kronach);4822;e;25,36;e;190;e
;094760179179;Tettau, M;1912;e;23,80;e;80;e
;094760183183;Marktrodach, M;3655;e;33,32;e;110;e
;094760184184;Wallenfels, St;2488;e;45,65;e;55;e
;094760185185;Weißenbrunn;2739;e;26,41;e;104;e
;094760189189;Wilhelmsthal;3470;e;42,91;e;81;e
;094765433166;Reichenbach (Landkreis Kronach);650;e;8,66;e;75;e
;094765433180;Teuschnitz, St;1874;e;34,25;e;55;e
;094765433182;Tschirn;532;e;20,14;e;26;e
;094765434154;Mitwitz, M;2782;e;33,19;e;84;e
;094765434171;Schneckenlohe;996;e;9,31;e;107;e
;094770121121;Himmelkron;3315;e;23,06;e;144;e
;094770128128;Kulmbach, GKSt;26159;e;92,77;e;282;e
;094770136136;Mainleus, M;6507;e;49,41;e;132;e
;094770139139;Marktschorgast, M;1360;e;15,81;e;86;e
;094770142142;Neudrossenfeld;3777;e;50,25;e;75;e
;094770143143;Neuenmarkt;2931;e;18,95;e;155;e
;094770148148;Presseck, M;1743;e;54,82;e;32;e
;094770157157;Thurnau, M;4095;e;64,18;e;64;e
;094770163163;Wirsberg, M;1883;e;17,21;e;109;e
;094775435151;Rugendorf;930;e;17,32;e;54;e
;094775435156;Stadtsteinach, St;3089;e;39,80;e;78;e
;094775436117;Grafengehaig, M;816;e;20,81;e;39;e
;094775436138;Marktleugast, M;3108;e;33,87;e;92;e
;094775437118;Guttenberg;469;e;10,66;e;44;e
;094775437129;Kupferberg, St;1065;e;8,29;e;128;e
;094775437135;Ludwigschorgast, M;978;e;5,94;e;165;e
;094775437159;Untersteinach;1765;e;11,43;e;154;e
;094775438124;Kasendorf, M;2393;e;39,00;e;61;e
;094775438164;Wonsees, M;1145;e;36,79;e;31;e
;094775439119;Harsdorf;964;e;11,25;e;86;e
;094775439127;Ködnitz;1482;e;19,62;e;76;e
;094775439158;Trebgast;1531;e;17,08;e;90;e
;094780111111;Altenkunstadt;5506;e;32,90;e;167;e
;094780116116;Burgkunstadt, St;6471;e;40,60;e;159;e
;094780120120;Ebensfeld, M;5564;e;68,72;e;81;e
;094780139139;Lichtenfels, St;20352;e;122,16;e;167;e
;094780145145;Michelau i.OFr.;6205;e;19,35;e;321;e
;094780165165;Bad Staffelstein, St;10740;e;99,51;e;108;e
;094780176176;Weismain, St;4843;e;90,14;e;54;e
;094785441143;Marktgraitz, M;1104;e;3,75;e;294;e
